J         CT        CP        eta
0.207856  0.061554  0.032111  0.398434
0.259628  0.053684  0.030674  0.454397
0.311859  0.045352  0.028456  0.497035
0.369225  0.036972  0.026615  0.512911
0.419936  0.029116  0.024174  0.505791
0.475954  0.018287  0.020285  0.429047
0.525355  0.009513  0.016969  0.294428
0.583210 -0.000472  0.012956 -0.021241
0.639399 -0.010329  0.008447 -0.782091
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
0.639503 -0.010299  0.008559 -0.769578
