J         CT        CP        eta
0.399557  0.119891  0.108357  0.442090
0.424291  0.119340  0.108080  0.468493
0.447679  0.117496  0.106598  0.493443
0.473082  0.117698  0.106398  0.523326
0.495753  0.117917  0.105602  0.553570
0.520216  0.118335  0.105144  0.585480
0.543258  0.117911  0.104757  0.611474
0.568913  0.118216  0.105606  0.636842
0.593390  0.118229  0.106492  0.658793
0.617177  0.117209  0.105659  0.684644
0.641727  0.116997  0.106764  0.703232
0.664706  0.115226  0.107374  0.713308
0.690212  0.113085  0.107947  0.723068
0.713235  0.111039  0.107960  0.733577
0.737741  0.108508  0.107794  0.742625
0.761614  0.105257  0.107496  0.745749
0.785824  0.102229  0.107140  0.749803
0.810417  0.098719  0.106495  0.751243
0.833646  0.095181  0.105572  0.751595
0.855892  0.091626  0.104449  0.750814
0.880439  0.088214  0.103536  0.750140
0.903511  0.084475  0.102047  0.747923
0.926043  0.080371  0.100284  0.742166
0.947826  0.076423  0.098380  0.736285
