J         CT        CP        eta
0.544725  0.057328  0.042179  0.740374
0.577974  0.051722  0.040084  0.745778
0.613344  0.045603  0.037602  0.743840
0.644362  0.039214  0.034589  0.730508
0.679462  0.032074  0.030974  0.703574
0.709860  0.026334  0.027880  0.670469
0.742419  0.019490  0.024008  0.602701
0.775835  0.011788  0.019437  0.470493
0.809350  0.003791  0.014474  0.211966
0.838988 -0.003301  0.009959 -0.278187
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
0.837995 -0.003286  0.009906 -0.278013
