J         CT        CP        eta
0.167616  0.053095  0.022641  0.393072
0.211812  0.046495  0.021346  0.461368
0.255457  0.040291  0.020067  0.512910
0.299528  0.032869  0.018173  0.541760
0.344691  0.025449  0.016231  0.540436
0.383733  0.018514  0.014014  0.506935
0.443674  0.008402  0.010654  0.349857
0.476727  0.003388  0.008823  0.183049
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
0.476334  0.003487  0.008807  0.188611
