J         CT        CP        eta
0.128394  0.104262  0.058754  0.227841
0.156715  0.103973  0.057842  0.281702
0.185277  0.103945  0.057283  0.336198
0.212484  0.102387  0.056413  0.385645
0.242540  0.102853  0.056919  0.438275
0.270105  0.101805  0.056563  0.486147
0.296012  0.100104  0.055976  0.529369
0.326700  0.100020  0.056562  0.577708
0.354544  0.097376  0.055975  0.616772
0.382132  0.095864  0.056238  0.651389
0.409485  0.093288  0.056153  0.680278
0.438572  0.090474  0.056307  0.704689
0.466793  0.087363  0.056240  0.725116
0.495516  0.083780  0.056002  0.741299
0.522417  0.080005  0.055497  0.753118
0.550547  0.076191  0.054818  0.765198
