J         CT        CP        eta
0.401875  0.105997  0.061803  0.689250
0.428615  0.103663  0.062262  0.713623
0.452357  0.100659  0.062081  0.733462
0.478067  0.097690  0.061933  0.754085
0.502057  0.094543  0.061676  0.769613
0.525604  0.090831  0.060978  0.782925
0.548650  0.086310  0.059960  0.789759
0.572165  0.082284  0.059110  0.796480
0.594886  0.076711  0.057246  0.797158
0.618533  0.071993  0.055608  0.800780
0.639085  0.065307  0.052580  0.793765
0.662266  0.059306  0.049606  0.791753
0.687529  0.052318  0.045844  0.784623
0.709325  0.045875  0.042113  0.772696
0.733788  0.040613  0.039151  0.761192
0.757903  0.035577  0.036258  0.743652
0.781030  0.030414  0.033175  0.716020
0.807672  0.024526  0.029651  0.668046
0.831491  0.019826  0.026824  0.614571
0.852959  0.015021  0.023861  0.536946
0.877691  0.009609  0.020431  0.412764
0.901743  0.004273  0.016920  0.227728
0.925430 -0.000911  0.013508 -0.062436
0.951802 -0.006349  0.009953 -0.607226
