J         CT        CP        eta
0.102102  0.091568  0.032411  0.288456
0.120302  0.090017  0.032523  0.332964
0.140755  0.087976  0.032584  0.380038
0.157017  0.086194  0.032584  0.415355
0.178202  0.084370  0.032780  0.458655
0.196120  0.082264  0.032768  0.492362
0.215361  0.079691  0.032540  0.527427
0.232628  0.077120  0.032317  0.555141
0.252370  0.074987  0.032319  0.585551
0.269915  0.071664  0.031812  0.608052
0.288629  0.069247  0.031661  0.631265
0.307792  0.066056  0.031129  0.653141
0.326309  0.063288  0.030730  0.672020
0.345381  0.060266  0.030235  0.688425
0.363319  0.057620  0.029795  0.702606
