J         CT        CP        eta
0.114217  0.109732  0.041951  0.298758
0.139969  0.107356  0.042302  0.355217
0.162949  0.105390  0.042740  0.401806
0.187543  0.103104  0.043151  0.448105
0.211171  0.100695  0.043463  0.489236
0.236673  0.097444  0.043479  0.530420
0.258847  0.094306  0.043560  0.560389
0.285172  0.091265  0.043905  0.592787
0.309353  0.087772  0.043897  0.618557
0.332855  0.084145  0.043596  0.642433
0.357372  0.080312  0.043174  0.664781
0.381553  0.076388  0.042488  0.685983
0.405529  0.072710  0.041847  0.704614
0.428053  0.068653  0.040878  0.718908
0.451924  0.064156  0.039610  0.731967
0.474223  0.060239  0.038509  0.741830
