J         CT        CP        eta
0.432533  0.102683  0.066107  0.671853
0.456722  0.098019  0.065603  0.682399
0.484244  0.094784  0.065315  0.702732
0.510873  0.092154  0.065154  0.722579
0.536236  0.087806  0.063886  0.737018
0.561725  0.084509  0.063113  0.752153
0.585985  0.080845  0.062010  0.763969
0.611275  0.077889  0.061213  0.777789
0.632575  0.073408  0.059195  0.784461
0.657976  0.069946  0.057898  0.794898
0.683284  0.065846  0.056061  0.802555
0.709307  0.062209  0.054521  0.809330
0.731567  0.058042  0.052314  0.811672
0.760672  0.053040  0.049640  0.812780
0.785562  0.049099  0.047410  0.813549
0.811725  0.044774  0.044924  0.809008
0.835371  0.040645  0.042324  0.802228
0.863657  0.035774  0.038683  0.798699
0.885309  0.031672  0.035798  0.783267
0.909909  0.027498  0.032779  0.763308
0.940858  0.021962  0.028818  0.716999
0.963921  0.017296  0.025378  0.656959
0.992212  0.011511  0.021159  0.539782
1.012887  0.007182  0.017908  0.406207
