J         CT        CP        eta
0.100226  0.113636  0.049328  0.230887
0.112945  0.114027  0.049690  0.259176
0.134096  0.114061  0.050231  0.304491
0.158453  0.113955  0.050942  0.354450
0.176992  0.112811  0.051137  0.390460
0.194563  0.112210  0.051588  0.423191
0.214941  0.111586  0.052209  0.459393
0.231755  0.110077  0.052357  0.487245
0.251036  0.109326  0.052977  0.518050
0.269906  0.108029  0.053272  0.547330
0.287832  0.106509  0.053575  0.572213
0.307037  0.105027  0.053957  0.597651
0.326122  0.102999  0.054059  0.621362
0.344813  0.101712  0.054537  0.643073
0.364698  0.099503  0.054656  0.663954
