J         CT        CP        eta
0.402336  0.047074  0.028013  0.676092
0.426712  0.042714  0.026810  0.679833
0.450101  0.038262  0.025489  0.675660
0.474596  0.033590  0.023966  0.665153
0.499307  0.028467  0.022157  0.641500
0.522286  0.023846  0.020408  0.610257
0.547415  0.018172  0.018125  0.548822
0.570915  0.013134  0.016052  0.467103
0.595425  0.007590  0.013734  0.329040
0.618453  0.002029  0.011177  0.112239
0.643045 -0.003527  0.008641 -0.262519
0.667043 -0.009025  0.006052 -0.994727
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
0.665283 -0.008972  0.006044 -0.987578
