J         CT        CP        eta
0.114704  0.086154  0.027701  0.356740
0.128150  0.085029  0.027866  0.391019
0.142358  0.083452  0.027906  0.425720
0.160065  0.082172  0.028184  0.466668
0.182143  0.079556  0.028171  0.514379
0.192384  0.078338  0.028200  0.534431
0.208220  0.076463  0.028191  0.564751
0.224082  0.074380  0.028142  0.592247
0.243793  0.071891  0.028038  0.625104
0.259837  0.068846  0.027610  0.647902
0.275759  0.066800  0.027445  0.671199
0.292351  0.064140  0.027106  0.691797
0.309132  0.061814  0.026841  0.711920
