J         CT        CP        eta
0.157847  0.116885  0.074761  0.246786
0.192595  0.117013  0.074483  0.302568
0.224362  0.115730  0.073429  0.353614
0.254864  0.116039  0.073455  0.402615
0.291390  0.114567  0.072970  0.457501
0.322165  0.113380  0.072526  0.503642
0.355365  0.112716  0.072459  0.552800
0.387711  0.110744  0.072544  0.591868
0.420446  0.106043  0.072239  0.617188
0.455135  0.102862  0.072808  0.643005
0.487203  0.098460  0.072208  0.664335
0.518315  0.091952  0.071062  0.670689
0.552489  0.088058  0.070670  0.688437
0.583608  0.083868  0.069600  0.703251
0.615259  0.079837  0.068521  0.716872
0.645220  0.076277  0.067524  0.728856
