J         CT        CP        eta
0.145959  0.117621  0.066306  0.258921
0.171395  0.116994  0.066198  0.302916
0.197374  0.116726  0.066206  0.347988
0.222280  0.116320  0.066130  0.390982
0.249410  0.115571  0.066056  0.436371
0.273949  0.114805  0.066160  0.475377
0.299010  0.114333  0.066327  0.515433
0.325269  0.113545  0.066485  0.555509
0.352434  0.110937  0.066075  0.591729
0.379494  0.108388  0.066531  0.618246
0.405184  0.105544  0.066391  0.644141
0.430578  0.102859  0.066210  0.668919
0.458495  0.098097  0.065862  0.682898
0.483739  0.094895  0.065322  0.702741
0.508640  0.091790  0.064786  0.720657
