J         CT        CP        eta
0.375046  0.082138  0.042185  0.730237
0.397209  0.077647  0.041402  0.744936
0.421104  0.073512  0.040720  0.760216
0.443124  0.068812  0.039592  0.770162
0.464411  0.063225  0.037827  0.776233
0.484975  0.057799  0.035894  0.780933
0.505594  0.052699  0.033931  0.785255
0.527705  0.047149  0.031624  0.786772
0.549831  0.041495  0.028824  0.791535
0.574859  0.036789  0.026700  0.792086
0.596963  0.032377  0.024656  0.783922
0.618835  0.027897  0.022578  0.764616
0.641960  0.023659  0.020582  0.737963
0.663896  0.019406  0.018444  0.698494
0.687674  0.014432  0.015775  0.629107
0.707226  0.010057  0.013320  0.533955
0.732737  0.004776  0.010336  0.338560
0.755676 -0.000061  0.007659 -0.006004
0.756835 -0.000061  0.007675 -0.006006
0.756835 -0.000061  0.007675 -0.006006
0.756835 -0.000061  0.007675 -0.006006
0.756835 -0.000061  0.007675 -0.006006
0.756835 -0.000061  0.007675 -0.006006
0.756835 -0.000061  0.007675 -0.006006
