J         CT        CP        eta
0.135983  0.103564  0.052215  0.269709
0.173458  0.101622  0.052312  0.336960
0.209559  0.098761  0.052044  0.397667
0.244321  0.095541  0.051655  0.451897
0.281210  0.092837  0.051833  0.503668
0.315610  0.087867  0.050982  0.543947
0.350889  0.083195  0.050322  0.580112
0.386600  0.078088  0.049211  0.613459
0.422587  0.074048  0.048561  0.644383
0.459345  0.068778  0.047163  0.669872
0.495365  0.063056  0.045428  0.687595
0.530210  0.057371  0.043588  0.697862
0.566989  0.050928  0.041172  0.701337
0.604780  0.043503  0.037981  0.692716
0.639029  0.036542  0.034640  0.674110
0.672832  0.029149  0.030805  0.636659
0.715983  0.020191  0.025967  0.556709
