J         CT        CP        eta
0.148952  0.071668  0.029701  0.359422
0.186466  0.067713  0.029180  0.432704
0.225414  0.063665  0.028630  0.501252
0.262661  0.059267  0.027942  0.557116
0.300006  0.054932  0.027166  0.606636
0.337966  0.049771  0.026050  0.645713
0.373880  0.043993  0.024517  0.670889
0.412278  0.037558  0.022545  0.686830
0.451676  0.030610  0.020131  0.686775
0.487396  0.023786  0.017426  0.665287
0.525734  0.016742  0.014479  0.607870
0.564870  0.009206  0.010982  0.473514
0.605946  0.001523  0.007150  0.129072
0.605768  0.001570  0.007162  0.132820
0.605768  0.001570  0.007162  0.132820
0.605768  0.001570  0.007162  0.132820
0.605768  0.001570  0.007162  0.132820
