J         CT        CP        eta
0.123501  0.106179  0.046419  0.282496
0.157910  0.102671  0.047308  0.342705
0.190305  0.097870  0.047340  0.393436
0.222807  0.094170  0.047071  0.445750
0.257027  0.091449  0.047154  0.498476
0.289752  0.087734  0.046679  0.544594
0.322159  0.084506  0.046546  0.584894
0.355969  0.080304  0.046031  0.621002
0.386218  0.076648  0.045427  0.651653
0.417964  0.072523  0.044602  0.679618
0.449853  0.067822  0.043368  0.703513
0.479931  0.062495  0.041756  0.718315
0.516176  0.057522  0.040377  0.735346
0.547881  0.051107  0.037934  0.738136
0.580682  0.045407  0.035693  0.738707
0.614095  0.039361  0.033073  0.730851
0.649470  0.031275  0.029062  0.698923
