J         CT        CP        eta
0.368070  0.085304  0.047100  0.666620
0.390512  0.082150  0.046811  0.685328
0.411799  0.078665  0.046150  0.701935
0.434413  0.075281  0.045511  0.718578
0.455615  0.071604  0.044523  0.732752
0.477294  0.068108  0.043590  0.745748
0.498881  0.064716  0.042614  0.757626
0.520620  0.061046  0.041494  0.765951
0.542684  0.057307  0.040272  0.772237
0.563408  0.053626  0.038924  0.776206
0.583268  0.049458  0.037270  0.774018
0.603598  0.046078  0.035932  0.774033
0.624832  0.042191  0.034279  0.769047
0.648622  0.037771  0.032175  0.761446
0.669033  0.034034  0.030370  0.749740
0.691435  0.029583  0.028100  0.727904
0.713116  0.025048  0.025772  0.693072
0.735760  0.020416  0.023368  0.642832
0.757979  0.015723  0.020956  0.568683
0.779742  0.010622  0.018152  0.456291
0.798793  0.005395  0.015152  0.284398
0.822823 -0.000482  0.011720 -0.033849
0.844605 -0.005947  0.008323 -0.603491
0.843772 -0.005988  0.008302 -0.608635
