J         CT        CP        eta
0.507360  0.071520  0.045840  0.791584
0.532666  0.065104  0.043440  0.798311
0.554230  0.059170  0.040864  0.802518
0.584258  0.051146  0.037158  0.804212
0.615642  0.045220  0.034314  0.811313
0.647782  0.038248  0.030704  0.806954
0.673119  0.032713  0.027653  0.796296
0.705422  0.027395  0.024838  0.778044
0.736087  0.020318  0.020994  0.712378
0.764598  0.015187  0.018127  0.640603
0.796307  0.008631  0.014294  0.480860
0.825715  0.003475  0.011227  0.255554
0.854159 -0.002903  0.007285 -0.340445
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
0.852346 -0.002897  0.007248 -0.340675
