J         CT        CP        eta
0.130265  0.076107  0.032064  0.309192
0.157379  0.073373  0.031948  0.361438
0.183759  0.070655  0.031767  0.408713
0.210740  0.067834  0.031658  0.451553
0.236678  0.064089  0.031120  0.487425
0.263078  0.060532  0.030756  0.517767
0.288730  0.056432  0.030054  0.542143
0.314242  0.052890  0.029604  0.561413
0.341476  0.048331  0.028652  0.576000
0.367430  0.044003  0.027702  0.583643
0.395459  0.039421  0.026623  0.585552
0.421419  0.034995  0.025483  0.578707
0.448664  0.029433  0.023661  0.558108
0.476503  0.024135  0.021857  0.526154
0.502518  0.018972  0.019976  0.477246
0.554237  0.007529  0.015505  0.269119
