J         CT        CP        eta
0.105985  0.106449  0.044962  0.250914
0.133135  0.104964  0.045402  0.307791
0.154019  0.103183  0.045619  0.348370
0.174947  0.101532  0.045847  0.387433
0.200665  0.099747  0.046349  0.431849
0.222388  0.096974  0.046234  0.466447
0.245339  0.094003  0.045965  0.501745
0.269349  0.091799  0.046127  0.536040
0.292830  0.089140  0.046150  0.565607
0.317101  0.086935  0.046461  0.593334
0.341416  0.084191  0.046220  0.621898
0.362285  0.080564  0.045523  0.641147
0.386917  0.077778  0.045287  0.664512
0.409802  0.074815  0.044716  0.685643
0.433292  0.071076  0.043833  0.702589
0.456282  0.068018  0.043139  0.719415
