J         CT        CP        eta
0.093330  0.071603  0.023221  0.287776
0.109740  0.069913  0.023228  0.330298
0.128675  0.068114  0.023306  0.376057
0.143820  0.066298  0.023143  0.412000
0.161843  0.063661  0.022870  0.450503
0.179298  0.061636  0.022734  0.486096
0.197367  0.059382  0.022503  0.520817
0.214466  0.057420  0.022377  0.550314
0.230612  0.054934  0.021989  0.576112
0.247922  0.051800  0.021386  0.600501
0.265940  0.049345  0.021062  0.623044
0.282455  0.046631  0.020486  0.642946
0.300372  0.044343  0.020136  0.661470
0.316678  0.041299  0.019416  0.673600
0.333451  0.038058  0.018577  0.683108
