J         CT        CP        eta
0.408001  0.072459  0.041759  0.707935
0.430877  0.068687  0.040888  0.723823
0.454181  0.064439  0.039716  0.736898
0.477215  0.060174  0.038479  0.746256
0.499684  0.056120  0.037211  0.753590
0.521507  0.051229  0.035431  0.754019
0.546028  0.046342  0.033593  0.753243
0.571367  0.041060  0.031459  0.745740
0.593129  0.035928  0.029170  0.730539
0.617322  0.030052  0.026399  0.702738
0.640079  0.024752  0.023767  0.666599
0.665935  0.019066  0.020899  0.607520
0.689153  0.013480  0.017879  0.519581
0.712851  0.007436  0.014626  0.362420
0.738542  0.001006  0.011137  0.066700
0.763349 -0.004919  0.007856 -0.477986
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
0.763746 -0.004985  0.007840 -0.485604
