J         CT        CP        eta
0.110537  0.097582  0.033852  0.318635
0.133985  0.095204  0.034134  0.373698
0.161521  0.092652  0.034687  0.431439
0.184751  0.089160  0.034638  0.475560
0.211592  0.083813  0.034190  0.518692
0.234550  0.079471  0.033758  0.552159
0.257871  0.074531  0.032994  0.582508
0.282818  0.068357  0.031691  0.610033
0.305550  0.063388  0.030607  0.632801
0.327614  0.057690  0.029017  0.651335
0.351896  0.052765  0.027621  0.672241
0.376204  0.047660  0.026051  0.688269
0.400254  0.042722  0.024486  0.698339
0.424357  0.037700  0.022793  0.701886
0.448420  0.032720  0.021055  0.696865
0.472890  0.028048  0.019430  0.682638
