J         CT        CP        eta
0.127876  0.103237  0.038612  0.341905
0.157788  0.099921  0.038755  0.406816
0.185769  0.097829  0.039275  0.462724
0.213109  0.095632  0.039758  0.512598
0.243800  0.092541  0.040183  0.561462
0.269743  0.088870  0.040260  0.595430
0.298636  0.083732  0.039858  0.627357
0.328373  0.078329  0.039262  0.655110
0.352972  0.071026  0.037340  0.671404
0.380108  0.064847  0.035750  0.689496
0.405675  0.058355  0.033663  0.703237
0.432998  0.052234  0.031557  0.716714
0.460263  0.046715  0.029518  0.728413
0.489075  0.042005  0.027839  0.737930
0.515995  0.036318  0.025411  0.737472
0.544930  0.031307  0.023317  0.731650
