J         CT        CP        eta
0.101217  0.117147  0.048415  0.244904
0.122441  0.117168  0.049341  0.290753
0.146467  0.115485  0.049570  0.341220
0.166415  0.114322  0.049964  0.380766
0.190026  0.113118  0.050588  0.424912
0.213206  0.111596  0.051048  0.466091
0.236569  0.109958  0.051406  0.506021
0.257521  0.108397  0.051790  0.538997
0.279391  0.106926  0.052338  0.570792
0.301794  0.104252  0.052374  0.600731
0.324573  0.102371  0.052665  0.630908
0.349245  0.100416  0.053145  0.659895
0.371478  0.098582  0.053437  0.685297
0.392727  0.094911  0.052907  0.704518
0.415470  0.092213  0.052880  0.724500
0.439173  0.089576  0.052848  0.744388
