J         CT        CP        eta
0.152403  0.076539  0.033611  0.347056
0.189800  0.072741  0.033113  0.416944
0.229222  0.069069  0.032740  0.483569
0.270808  0.064052  0.032010  0.541895
0.310231  0.059686  0.031329  0.591033
0.349182  0.054242  0.030069  0.629896
0.390852  0.047134  0.028088  0.655871
0.430872  0.040070  0.025829  0.668450
0.471663  0.033156  0.023397  0.668398
0.510517  0.025033  0.020087  0.636222
0.554848  0.015637  0.015903  0.545535
0.591092  0.009180  0.012988  0.417787
0.634843 -0.000220  0.008633 -0.016150
0.634780 -0.000233  0.008660 -0.017095
0.634780 -0.000233  0.008660 -0.017095
0.634780 -0.000233  0.008660 -0.017095
0.634780 -0.000233  0.008660 -0.017095
