J         CT        CP        eta
0.108177  0.125016  0.065349  0.206948
0.133380  0.124374  0.065167  0.254562
0.157493  0.123406  0.064912  0.299414
0.183451  0.122003  0.064551  0.346730
0.204582  0.121821  0.064614  0.385713
0.229063  0.120815  0.064357  0.430017
0.250674  0.119638  0.064157  0.467444
0.277821  0.118314  0.064208  0.511927
0.302021  0.117269  0.064598  0.548282
0.326876  0.115781  0.064949  0.582706
0.350339  0.112882  0.064472  0.613393
0.374923  0.111850  0.065118  0.643987
0.399476  0.109100  0.065098  0.669495
0.423479  0.106176  0.065031  0.691417
0.447211  0.103565  0.065091  0.711552
0.471826  0.100289  0.064943  0.728625
