J         CT        CP        eta
0.283332  0.091458  0.041495  0.624489
0.300017  0.089683  0.041646  0.646077
0.317826  0.087310  0.041612  0.666850
0.347584  0.083380  0.041649  0.695848
0.352945  0.082923  0.041739  0.701195
0.370593  0.080520  0.041672  0.716071
0.389855  0.077283  0.041279  0.729899
0.403436  0.074391  0.040709  0.737240
0.421498  0.071070  0.040021  0.748493
0.436759  0.067637  0.039156  0.754448
0.453086  0.064113  0.038197  0.760486
0.472670  0.059247  0.036564  0.765900
0.487538  0.055378  0.035227  0.766423
0.506926  0.050508  0.033204  0.771095
0.523509  0.046103  0.031300  0.771076
0.538822  0.042092  0.029687  0.763983
0.558631  0.037378  0.027782  0.751573
0.573666  0.033631  0.026187  0.736750
0.591158  0.029738  0.024496  0.717657
0.608084  0.025744  0.022688  0.689998
0.626852  0.021904  0.020963  0.655019
0.644280  0.017733  0.018910  0.604184
0.661915  0.014062  0.017048  0.545993
0.680342  0.010179  0.014938  0.463598
