J         CT        CP        eta
0.374117  0.074606  0.039811  0.701094
0.395913  0.069523  0.038605  0.712988
0.417679  0.063611  0.036843  0.721136
0.439418  0.058213  0.035134  0.728068
0.459723  0.052922  0.033259  0.731502
0.480456  0.048238  0.031492  0.735948
0.500972  0.043875  0.029805  0.737449
0.522209  0.038954  0.027726  0.733676
0.545833  0.034511  0.025924  0.726622
0.567850  0.030080  0.023985  0.712150
0.590204  0.026235  0.022105  0.700462
0.612970  0.021727  0.020070  0.663571
0.634507  0.017080  0.017845  0.607329
0.657787  0.012724  0.015616  0.535981
0.678194  0.007940  0.013133  0.410036
0.702014  0.003435  0.010768  0.223944
0.723319 -0.001686  0.008067 -0.151145
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
0.722804 -0.001748  0.008026 -0.157403
