J         CT        CP        eta
0.465666  0.087644  0.055871  0.730480
0.493557  0.084348  0.055718  0.747162
0.522602  0.081069  0.055614  0.761791
0.549278  0.076649  0.054626  0.770737
0.575794  0.072690  0.053613  0.780681
0.604583  0.068510  0.052507  0.788850
0.630008  0.064364  0.050987  0.795293
0.658203  0.060607  0.049647  0.803511
0.683315  0.056200  0.047714  0.804837
0.709206  0.051711  0.045623  0.803835
0.734580  0.047608  0.043599  0.802122
0.762884  0.042591  0.040907  0.794292
0.789398  0.038597  0.038724  0.786808
0.816460  0.033007  0.035214  0.765290
0.843726  0.027646  0.031689  0.736068
0.873915  0.021272  0.027287  0.681268
0.900633  0.015438  0.023073  0.602598
0.927865  0.009212  0.018370  0.465297
0.958633  0.002734  0.013484  0.194375
0.981455 -0.003510  0.008514 -0.404615
0.981088 -0.003472  0.008509 -0.400312
0.981088 -0.003472  0.008509 -0.400312
0.981088 -0.003472  0.008509 -0.400312
0.981088 -0.003472  0.008509 -0.400312
