J         CT        CP        eta
0.129140  0.099705  0.043412  0.296601
0.156764  0.096575  0.043518  0.347892
0.182909  0.093751  0.043512  0.394093
0.209814  0.090540  0.043251  0.439216
0.236809  0.087583  0.043110  0.481106
0.264094  0.084592  0.042971  0.519895
0.289802  0.081626  0.042897  0.551451
0.316737  0.077360  0.042193  0.580728
0.342268  0.073851  0.041625  0.607257
0.369122  0.070250  0.041028  0.632022
0.394238  0.066347  0.040116  0.652026
0.421094  0.061781  0.038940  0.668109
0.446999  0.057178  0.037687  0.678171
0.474760  0.052360  0.036221  0.686296
0.500189  0.047735  0.034726  0.687565
0.527061  0.042112  0.032697  0.678818
