J         CT        CP        eta
0.128463  0.111254  0.050411  0.283508
0.153142  0.111456  0.049514  0.344722
0.181568  0.109961  0.049794  0.400961
0.210529  0.109581  0.050704  0.454993
0.239309  0.107451  0.051221  0.502022
0.268372  0.105811  0.051654  0.549751
0.295975  0.103063  0.051992  0.586705
0.324514  0.101627  0.052938  0.622984
0.353228  0.098245  0.053115  0.653360
0.380645  0.095825  0.053699  0.679257
0.410982  0.092779  0.054091  0.704933
0.438555  0.088313  0.053813  0.719726
0.466080  0.084011  0.053309  0.734504
0.493653  0.079387  0.052573  0.745433
0.523198  0.075176  0.051779  0.759602
0.548891  0.070746  0.050377  0.770828
