J         CT        CP        eta
0.106404  0.103030  0.043799  0.250299
0.133173  0.101319  0.044068  0.306186
0.162976  0.098922  0.044387  0.363209
0.191626  0.096605  0.044696  0.414178
0.222055  0.094523  0.045226  0.464099
0.249796  0.090934  0.044863  0.506320
0.279839  0.088331  0.045111  0.547940
0.308667  0.084972  0.044855  0.584736
0.337864  0.081963  0.044812  0.617968
0.366403  0.078266  0.044369  0.646331
0.394631  0.074259  0.043550  0.672908
0.422153  0.070174  0.042646  0.694662
0.450822  0.066353  0.041675  0.717789
0.479979  0.062098  0.040530  0.735398
0.506392  0.057081  0.038765  0.745667
0.537799  0.052844  0.037413  0.759601
0.569541  0.047121  0.035132  0.763895
