J         CT        CP        eta
0.128927  0.123844  0.062172  0.256816
0.154261  0.123342  0.062362  0.305103
0.183532  0.122348  0.062252  0.360710
0.209290  0.121883  0.062628  0.407309
0.237593  0.120318  0.062699  0.455933
0.262780  0.118296  0.062742  0.495452
0.291745  0.116280  0.063364  0.535387
0.316775  0.113552  0.063434  0.567059
0.344304  0.110507  0.063730  0.597021
0.371323  0.106642  0.063556  0.623051
0.398380  0.103024  0.063640  0.644919
0.426160  0.099183  0.063502  0.665611
0.451755  0.094867  0.062967  0.680625
0.477560  0.090187  0.062182  0.692635
0.503506  0.086216  0.061743  0.703080
0.530830  0.081026  0.060742  0.708091
