J         CT        CP        eta
0.449285  0.069454  0.040689  0.766903
0.474760  0.063907  0.039112  0.775738
0.500848  0.058129  0.037135  0.783992
0.525297  0.053150  0.035023  0.797175
0.548227  0.048059  0.032962  0.799333
0.571756  0.042240  0.030325  0.796396
0.597904  0.037181  0.027980  0.794513
0.627521  0.031779  0.025500  0.782038
0.648636  0.026352  0.022734  0.751878
0.678472  0.020834  0.019987  0.707241
0.702087  0.015334  0.017061  0.631002
0.735282  0.010082  0.014291  0.518697
0.757728  0.004353  0.010789  0.305706
0.787588 -0.001940  0.006870 -0.222466
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
0.789417 -0.001966  0.006887 -0.225314
