J         CT        CP        eta
0.112341  0.126039  0.058354  0.242643
0.137162  0.125221  0.058735  0.292423
0.157675  0.124874  0.059253  0.332298
0.185211  0.122883  0.059287  0.383881
0.208851  0.121447  0.059501  0.426282
0.235255  0.120558  0.060265  0.470610
0.256449  0.119410  0.060669  0.504747
0.279793  0.116638  0.060562  0.538866
0.306171  0.115907  0.061544  0.576621
0.331226  0.113913  0.061879  0.609753
0.354789  0.111445  0.061947  0.638278
0.379464  0.108831  0.062110  0.664904
0.402945  0.106339  0.062132  0.689637
0.428088  0.103596  0.062146  0.713618
0.453003  0.100697  0.062131  0.734193
0.476554  0.097376  0.061668  0.752492
