J         CT        CP        eta
0.119699  0.104276  0.038597  0.323374
0.143924  0.102067  0.038931  0.377328
0.169891  0.100195  0.039331  0.432783
0.199304  0.097659  0.039670  0.490632
0.221891  0.095488  0.039880  0.531295
0.250176  0.093335  0.040454  0.577192
0.274017  0.089778  0.040325  0.610066
0.301631  0.086592  0.040653  0.642478
0.326376  0.082416  0.040391  0.665956
0.356098  0.077536  0.039888  0.692202
0.382437  0.069286  0.037640  0.703970
0.405533  0.062741  0.035605  0.714590
0.432991  0.056640  0.033715  0.727417
0.457624  0.050649  0.031524  0.735240
0.480257  0.045812  0.029706  0.740648
0.504891  0.040404  0.027469  0.742625
