J         CT        CP        eta
0.260945  0.105273  0.057821  0.475094
0.277688  0.105151  0.058098  0.502586
0.294534  0.105793  0.058694  0.530881
0.309873  0.104799  0.058563  0.554516
0.326959  0.104148  0.058661  0.580491
0.341793  0.103026  0.058367  0.603313
0.357433  0.102237  0.058457  0.625126
0.373649  0.101223  0.058548  0.645993
0.388733  0.100407  0.058693  0.665007
0.405362  0.099348  0.058844  0.684379
0.422234  0.098321  0.059097  0.702482
0.437998  0.096605  0.059102  0.715928
0.453818  0.094843  0.059038  0.729049
0.469668  0.093107  0.058973  0.741511
0.485348  0.091418  0.058945  0.752725
0.501668  0.089501  0.058811  0.763451
0.517821  0.087126  0.058451  0.771857
0.532451  0.085474  0.058278  0.780918
0.547134  0.082605  0.057520  0.785745
0.563727  0.080506  0.057222  0.793120
0.578560  0.078217  0.056593  0.799625
0.593211  0.075577  0.055914  0.801830
0.607928  0.072992  0.055078  0.805645
0.622310  0.070102  0.054004  0.807814
