J         CT        CP        eta
0.264000  0.047690  0.019907  0.632443
0.279902  0.045765  0.019677  0.651002
0.295861  0.043436  0.019211  0.668952
0.310929  0.040956  0.018675  0.681904
0.326667  0.038341  0.018056  0.693657
0.342956  0.035981  0.017548  0.703230
0.359312  0.032883  0.016768  0.704625
0.373629  0.030280  0.016052  0.704797
0.390464  0.026721  0.015082  0.691803
0.407578  0.023633  0.014233  0.676778
0.421414  0.021018  0.013468  0.657682
0.439302  0.017794  0.012440  0.628373
0.454300  0.015157  0.011500  0.598769
0.470590  0.012080  0.010435  0.544746
0.485924  0.009236  0.009378  0.478575
0.500993  0.006326  0.008207  0.386089
0.518427  0.002785  0.006859  0.210500
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
0.519175  0.002738  0.006849  0.207557
