J         CT        CP        eta
0.333844  0.115849  0.065410  0.591274
0.354070  0.114493  0.065721  0.616824
0.373157  0.112199  0.065563  0.638587
0.393570  0.111337  0.066241  0.661514
0.416566  0.108152  0.065910  0.683551
0.436670  0.107012  0.066429  0.703442
0.455702  0.103755  0.065862  0.717885
0.477134  0.101427  0.065837  0.735064
0.495952  0.098251  0.065339  0.745770
0.515700  0.094779  0.064782  0.754486
0.536127  0.091368  0.064271  0.762166
0.555620  0.087960  0.063602  0.768402
0.575280  0.084400  0.062520  0.776611
0.595254  0.080980  0.061533  0.783381
0.612253  0.077370  0.060135  0.787733
0.634760  0.074353  0.059442  0.793981
0.650859  0.070208  0.057646  0.792694
0.671015  0.066916  0.056316  0.797322
0.691093  0.063167  0.054693  0.798175
0.708847  0.059497  0.052885  0.797464
0.731758  0.055337  0.050914  0.795327
0.750367  0.051441  0.048841  0.790317
0.769783  0.048435  0.047297  0.788304
0.791250  0.044217  0.044972  0.777973
