J         CT        CP        eta
0.342691  0.113662  0.067767  0.574776
0.360702  0.112092  0.067559  0.598458
0.383299  0.113213  0.068895  0.629859
0.404491  0.111281  0.068783  0.654401
0.425199  0.108994  0.068622  0.675348
0.448542  0.106839  0.068963  0.694889
0.468783  0.103235  0.068443  0.707088
0.490726  0.099488  0.067892  0.719087
0.507208  0.095101  0.066580  0.724454
0.531872  0.095162  0.067848  0.745985
0.555300  0.091692  0.067565  0.753587
0.572528  0.087317  0.066057  0.756796
0.589444  0.083137  0.064225  0.762960
0.611298  0.081225  0.064150  0.774014
0.633425  0.077251  0.062564  0.782090
0.659257  0.076515  0.063201  0.798085
0.673249  0.071335  0.060148  0.798457
0.695882  0.069607  0.059925  0.808122
0.709330  0.064208  0.056687  0.803269
0.730043  0.062399  0.056112  0.811835
0.751611  0.058787  0.054175  0.815566
0.781615  0.054349  0.051718  0.821293
0.798310  0.051762  0.050429  0.819366
0.810916  0.048269  0.048034  0.814859
