J         CT        CP        eta
0.131790  0.063128  0.022918  0.363021
0.158299  0.059827  0.022580  0.419436
0.186064  0.057266  0.022456  0.474489
0.213795  0.053659  0.021980  0.521940
0.240895  0.050377  0.021503  0.564377
0.268584  0.047078  0.020994  0.602279
0.297325  0.042856  0.020152  0.632320
0.324928  0.038921  0.019331  0.654220
0.352678  0.034340  0.018126  0.668142
0.380275  0.029003  0.016555  0.666215
0.407678  0.023993  0.015005  0.651853
0.436231  0.018186  0.012990  0.610682
0.464311  0.012273  0.010883  0.523610
0.490128  0.006731  0.008828  0.373686
0.518609  0.000650  0.006495  0.051864
0.517749  0.000588  0.006438  0.047318
