J         CT        CP        eta
0.111833  0.120415  0.051157  0.263237
0.135615  0.119453  0.051357  0.315425
0.157224  0.118976  0.051745  0.361498
0.172659  0.117796  0.051774  0.392836
0.197378  0.116192  0.051884  0.442022
0.215819  0.115198  0.052067  0.477493
0.236119  0.113311  0.052168  0.512857
0.258132  0.111482  0.052258  0.550669
0.279833  0.110131  0.052694  0.584853
0.300552  0.108130  0.052850  0.614918
0.321280  0.105603  0.052826  0.642261
0.341383  0.102524  0.052518  0.666427
0.362506  0.099932  0.052502  0.689998
0.384591  0.096607  0.052176  0.712097
0.402876  0.093316  0.051655  0.727794
