J         CT        CP        eta
0.108224  0.098292  0.043196  0.246266
0.129859  0.099057  0.043980  0.292481
0.154292  0.097780  0.043876  0.343849
0.177963  0.096573  0.043979  0.390788
0.199661  0.095987  0.044315  0.432471
0.222880  0.094583  0.044232  0.476592
0.247160  0.093359  0.044461  0.518981
0.269665  0.091817  0.044475  0.556710
0.293534  0.089634  0.044662  0.589105
0.315577  0.087704  0.044736  0.618667
0.340211  0.084903  0.044838  0.644202
0.363398  0.082707  0.045076  0.666767
0.387055  0.079716  0.044817  0.688452
0.409979  0.076546  0.044497  0.705271
0.433569  0.073639  0.044219  0.722036
0.457206  0.070005  0.043573  0.734546
