J         CT        CP        eta
0.436570  0.024571  0.015920  0.673802
0.468187  0.018789  0.013992  0.628693
0.496588  0.013224  0.011918  0.550969
0.523030  0.007711  0.009721  0.414868
0.550046  0.002413  0.007504  0.176861
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
0.550690  0.002430  0.007537  0.177564
