J         CT        CP        eta
0.331636  0.051785  0.024486  0.701377
0.352009  0.047549  0.023431  0.714353
0.371405  0.043766  0.022485  0.722923
0.390403  0.040004  0.021504  0.726276
0.408605  0.036133  0.020393  0.723999
0.429894  0.032169  0.019271  0.717642
0.449389  0.028223  0.017828  0.711435
0.470357  0.023909  0.016316  0.689274
0.488238  0.020046  0.014780  0.662204
0.510182  0.015351  0.012944  0.605022
0.531510  0.010198  0.010794  0.502174
0.552036  0.005335  0.008660  0.340089
0.572630  0.000621  0.006519  0.054487
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
0.574073  0.000665  0.006578  0.057998
