J         CT        CP        eta
0.486235  0.068031  0.047493  0.696499
0.512199  0.064191  0.046417  0.708329
0.539384  0.059201  0.044772  0.713213
0.566520  0.054306  0.043040  0.714799
0.599090  0.048678  0.040859  0.713745
0.625398  0.043650  0.038677  0.705802
0.654391  0.037128  0.035515  0.684114
0.684139  0.030797  0.032427  0.649747
0.713143  0.024473  0.029070  0.600383
0.739313  0.018083  0.025309  0.528222
0.767439  0.012376  0.021976  0.432164
0.798092  0.005738  0.017875  0.256186
0.827425 -0.000463  0.014020 -0.027362
0.854215 -0.006190  0.010547 -0.501343
0.882032 -0.012096  0.006968 -1.531198
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
0.880752 -0.012046  0.006970 -1.522211
