J         CT        CP        eta
0.140187  0.101394  0.058610  0.242519
0.175614  0.101620  0.058472  0.305203
0.216077  0.100745  0.057411  0.379172
0.252543  0.099472  0.056708  0.442985
0.289874  0.097090  0.056240  0.500425
0.327221  0.095208  0.056154  0.554797
0.364959  0.091933  0.055928  0.599913
0.403051  0.089148  0.055888  0.642922
0.438864  0.084439  0.055063  0.672990
0.476606  0.080476  0.054646  0.701884
0.512026  0.075607  0.053672  0.721291
0.549497  0.070795  0.052641  0.739007
0.582149  0.065743  0.050980  0.750730
0.616514  0.061341  0.049565  0.762994
0.649585  0.056769  0.047803  0.771427
0.686558  0.051078  0.045243  0.775114
0.722101  0.044771  0.042039  0.769013
