J         CT        CP        eta
0.140804  0.081754  0.034690  0.331835
0.176243  0.077745  0.034487  0.397309
0.212489  0.072876  0.033827  0.457782
0.248623  0.068221  0.033045  0.513284
0.282728  0.063050  0.031961  0.557739
0.317768  0.058350  0.031127  0.595671
0.352032  0.052476  0.029738  0.621193
0.388751  0.046422  0.028214  0.639629
0.424172  0.039357  0.025988  0.642390
0.461258  0.032001  0.023499  0.628154
0.497204  0.024880  0.020862  0.592946
0.540285  0.015451  0.016954  0.492392
0.570750  0.009127  0.014152  0.368113
0.612025  0.000185  0.010059  0.011233
0.641648 -0.005394  0.007452 -0.464468
0.641721 -0.005487  0.007412 -0.475039
0.641721 -0.005487  0.007412 -0.475039
