J         CT        CP        eta
0.459855  0.047072  0.029665  0.729700
0.487629  0.041912  0.027746  0.736584
0.517106  0.036263  0.025455  0.736653
0.542990  0.031096  0.023217  0.727249
0.570922  0.025571  0.020879  0.699226
0.600877  0.020108  0.018560  0.650978
0.627752  0.014649  0.016061  0.572547
0.656016  0.009362  0.013624  0.450824
0.682588  0.003968  0.010990  0.246483
0.710377 -0.002355  0.007877 -0.212346
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
0.709301 -0.002427  0.007825 -0.219955
