J         CT        CP        eta
0.114531  0.088816  0.033590  0.302837
0.141272  0.085770  0.033567  0.360975
0.163693  0.083526  0.033554  0.407485
0.188387  0.080249  0.033348  0.453333
0.211444  0.077235  0.033083  0.493635
0.236616  0.074310  0.033042  0.532143
0.260182  0.070750  0.032675  0.563361
0.284004  0.067239  0.032232  0.592464
0.307086  0.063826  0.031608  0.620093
0.329883  0.059689  0.030854  0.638182
0.353793  0.055495  0.030042  0.653538
0.378847  0.051182  0.029075  0.666907
0.402705  0.047211  0.028125  0.675977
0.425249  0.042711  0.026791  0.677964
0.449623  0.038292  0.025478  0.675755
0.473761  0.033425  0.023885  0.662998
