J         CT        CP        eta
0.404526  0.076478  0.043388  0.713044
0.428136  0.073292  0.042818  0.732851
0.454842  0.069587  0.042015  0.753339
0.475319  0.066091  0.040988  0.766431
0.496400  0.062428  0.039873  0.777195
0.522712  0.059141  0.038957  0.793543
0.545099  0.055388  0.037668  0.801540
0.566303  0.051570  0.036161  0.807625
0.589937  0.048236  0.034930  0.814666
0.613693  0.044186  0.033209  0.816515
0.637696  0.040099  0.031364  0.815308
0.661373  0.035541  0.029121  0.807162
0.683140  0.031951  0.027207  0.802249
0.709168  0.027458  0.024866  0.783095
0.729921  0.023336  0.022524  0.756229
0.756687  0.018375  0.019602  0.709321
0.780478  0.013718  0.016827  0.636305
0.806195  0.008010  0.013185  0.489727
0.827817  0.002931  0.009982  0.243050
0.854068 -0.002880  0.006085 -0.404254
0.851355 -0.002854  0.006058 -0.401084
0.851355 -0.002854  0.006058 -0.401084
0.851355 -0.002854  0.006058 -0.401084
0.851355 -0.002854  0.006058 -0.401084
