J         CT        CP        eta
0.112694  0.124519  0.060929  0.230311
0.137990  0.123917  0.061003  0.280306
0.161961  0.124041  0.061321  0.327619
0.185019  0.123792  0.061668  0.371407
0.211724  0.122945  0.061839  0.420936
0.234610  0.121824  0.062058  0.460553
0.259573  0.121443  0.062700  0.502763
0.284147  0.118042  0.062878  0.533431
0.308448  0.115817  0.063285  0.564486
0.333398  0.113316  0.063445  0.595459
0.356631  0.108697  0.063666  0.608878
0.380060  0.104968  0.063462  0.628628
0.405970  0.101865  0.063593  0.650285
0.430176  0.098970  0.063658  0.668799
0.452756  0.094813  0.062825  0.683289
0.477906  0.091858  0.062551  0.701812
