J         CT        CP        eta
0.125498  0.112202  0.046070  0.305648
0.150393  0.110499  0.046458  0.357702
0.178134  0.108173  0.046930  0.410600
0.203884  0.105489  0.047221  0.455458
0.230565  0.101506  0.047333  0.494445
0.256941  0.098403  0.047651  0.530604
0.284926  0.094094  0.047892  0.559798
0.310075  0.089945  0.047413  0.588228
0.336427  0.086628  0.047220  0.617200
0.364423  0.083333  0.046970  0.646546
0.390451  0.079431  0.046294  0.669937
0.416369  0.075871  0.045610  0.692621
0.442105  0.072091  0.044787  0.711628
0.465193  0.068146  0.043693  0.725547
0.491669  0.064105  0.042574  0.740327
0.513875  0.060223  0.041286  0.749579
