J         CT        CP        eta
0.374748  0.095402  0.050748  0.704485
0.399345  0.093920  0.051257  0.731739
0.423480  0.090748  0.051043  0.752889
0.444685  0.087626  0.050592  0.770198
0.469855  0.084566  0.050442  0.787716
0.491363  0.080933  0.049745  0.799422
0.514155  0.077618  0.049165  0.811704
0.536159  0.073166  0.047888  0.819182
0.557923  0.067683  0.045913  0.822468
0.577521  0.062461  0.043791  0.823749
0.597360  0.057285  0.041488  0.824808
0.616405  0.052185  0.039095  0.822789
0.640630  0.045913  0.035935  0.818515
0.661135  0.041634  0.033464  0.822559
0.686327  0.035880  0.030388  0.810372
0.709812  0.031464  0.027817  0.802875
0.728017  0.027111  0.025422  0.776382
0.751235  0.022392  0.022759  0.739122
0.777993  0.017539  0.020008  0.681981
0.795903  0.013743  0.017658  0.619467
0.822293  0.009072  0.014736  0.506193
0.842561  0.004107  0.011372  0.304302
0.863531 -0.000766  0.008079 -0.081956
0.863786 -0.000809  0.008070 -0.086642
