J         CT        CP        eta
0.139390  0.123154  0.057648  0.297782
0.171716  0.120413  0.057302  0.360844
0.201976  0.118807  0.057638  0.416322
0.233145  0.115305  0.057747  0.465529
0.264592  0.112560  0.058142  0.512239
0.293621  0.108259  0.058042  0.547657
0.324471  0.103997  0.058180  0.579999
0.355135  0.100651  0.058371  0.612374
0.385304  0.096336  0.057971  0.640303
0.416209  0.092542  0.057629  0.668362
0.446945  0.088717  0.057184  0.693413
0.476485  0.083905  0.056130  0.712272
0.505582  0.079346  0.054992  0.729490
0.535238  0.074611  0.053563  0.745570
0.562278  0.069568  0.051761  0.755717
0.591957  0.065748  0.050616  0.768928
