J         CT        CP        eta
0.546494  0.051342  0.038057  0.737253
0.578867  0.044999  0.035461  0.734558
0.612777  0.038327  0.032490  0.722865
0.643607  0.032483  0.029754  0.702636
0.681314  0.024152  0.025411  0.647549
0.709668  0.018041  0.022021  0.581358
0.743353  0.009638  0.017213  0.416155
0.772971  0.002112  0.012859  0.126878
0.805770 -0.005462  0.008536 -0.515629
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
0.805497 -0.005524  0.008482 -0.524576
