J         CT        CP        eta
0.100760  0.112687  0.048618  0.233541
0.124313  0.113364  0.049489  0.284759
0.147960  0.112821  0.049906  0.334489
0.168120  0.111387  0.050022  0.374360
0.189752  0.111332  0.050916  0.414909
0.212088  0.109735  0.051218  0.454393
0.234912  0.108622  0.051760  0.492976
0.258448  0.106990  0.052198  0.529739
0.281507  0.105688  0.052779  0.563706
0.305814  0.103922  0.053347  0.595728
0.324721  0.101381  0.053235  0.618394
0.347907  0.098924  0.053507  0.643204
0.371804  0.097269  0.054120  0.668231
0.392472  0.094705  0.054190  0.685897
0.414828  0.092269  0.054393  0.703675
0.438095  0.089256  0.054355  0.719391
