J         CT        CP        eta
0.480234  0.116242  0.105909  0.527091
0.509585  0.116037  0.105773  0.559033
0.539535  0.116508  0.106594  0.589718
0.568453  0.116800  0.107456  0.617883
0.596666  0.115874  0.107182  0.645050
0.626275  0.115248  0.107185  0.673389
0.655601  0.113487  0.107705  0.690792
0.683548  0.109803  0.107383  0.698957
0.713445  0.106927  0.107023  0.712805
0.742273  0.103418  0.106830  0.718562
0.771346  0.099826  0.106130  0.725533
0.797275  0.095529  0.104547  0.728507
0.824760  0.091248  0.103230  0.729035
0.853721  0.086101  0.101395  0.724952
0.883595  0.082665  0.100607  0.726020
0.912224  0.078329  0.098885  0.722593
0.939359  0.074296  0.097135  0.718492
0.969522  0.069707  0.094810  0.712825
0.996238  0.065475  0.092425  0.705752
1.025590  0.061581  0.090527  0.697662
1.052805  0.057070  0.087784  0.684453
1.086924  0.052406  0.085189  0.668654
1.114553  0.048073  0.082526  0.649244
1.142069  0.042870  0.079021  0.619590
