J         CT        CP        eta
0.092461  0.107658  0.036818  0.270354
0.110678  0.107235  0.037762  0.314298
0.130392  0.105982  0.038164  0.362093
0.151487  0.104213  0.038485  0.410210
0.173818  0.102224  0.038792  0.458039
0.193206  0.099654  0.038915  0.494771
0.213269  0.096686  0.038934  0.529618
0.233835  0.093226  0.038670  0.563727
0.253231  0.089202  0.038083  0.593139
0.274625  0.084642  0.037356  0.622242
0.293798  0.080810  0.036804  0.645070
0.314016  0.076384  0.035782  0.670305
0.334569  0.071337  0.034683  0.688137
0.355731  0.066685  0.033359  0.711112
0.372596  0.061037  0.031499  0.721977
0.394285  0.056857  0.030420  0.736919
