J         CT        CP        eta
0.111339  0.126126  0.066517  0.211116
0.130052  0.124982  0.066069  0.246018
0.153458  0.125208  0.066314  0.289747
0.171316  0.124340  0.065981  0.322843
0.190787  0.123232  0.065515  0.358863
0.213331  0.122501  0.065322  0.400072
0.232429  0.121927  0.065258  0.434270
0.252936  0.121024  0.065125  0.470040
0.272400  0.119782  0.065045  0.501631
0.292332  0.118932  0.065344  0.532067
0.313344  0.117294  0.065366  0.562277
0.333077  0.116217  0.065574  0.590319
0.353788  0.114392  0.065649  0.616464
0.373978  0.112628  0.065810  0.640037
0.394561  0.110639  0.065902  0.662404
