J         CT        CP        eta
0.092838  0.071078  0.023599  0.279618
0.114199  0.068774  0.023522  0.333896
0.134615  0.066764  0.023492  0.382573
0.155529  0.064070  0.023275  0.428141
0.178079  0.061413  0.023059  0.474267
0.197704  0.059050  0.022844  0.511048
0.218778  0.056058  0.022420  0.547028
0.239536  0.053518  0.022157  0.578574
0.259858  0.050487  0.021669  0.605451
0.281854  0.047383  0.021077  0.633643
0.302031  0.044356  0.020493  0.653753
0.321901  0.041123  0.019798  0.668650
0.341393  0.037810  0.019006  0.679186
0.363030  0.034333  0.018114  0.688085
0.383328  0.030812  0.017084  0.691319
0.406185  0.026995  0.016021  0.684421
